total_sqft,bath,balcony,price,site_location,bedrooms
4624.5,4.0,0.0,314.5,Narayangaon,4.0
1410.0,2.0,3.0,67.0,Navi Peth,2.0
1090.0,2.0,1.0,31.48,Padmavati,2.0
540.0,1.0,0.0,30.0,Parvati Darshan,1.0
1300.0,2.0,2.0,60.0,Pashan,2.0
1890.0,2.0,2.0,85.0,Paud Road,3.0
1254.0,2.0,1.0,53.0,Pirangut,2.0
2800.0,7.0,2.0,125.0,Prabhat Road,7.0
1245.0,2.0,2.0,68.48,Rasta Peth,3.0
1170.0,2.0,2.0,86.0,Raviwar Peth,2.0
1193.0,2.0,1.0,86.0,Sadashiv Peth,2.0
850.0,2.0,1.0,25.4,Sahakar Nagar,2.0
1678.0,3.0,3.0,70.0,Salunke Vihar,3.0
1600.0,3.0,3.0,75.0,Sasson Road,3.0
1750.0,3.0,2.0,84.0,Satara Road,3.0
1125.0,2.0,2.0,62.0,Senapati Bapat Road,2.0
2200.0,4.0,3.0,235.0,Shaniwar Peth,4.0
2800.0,2.0,0.0,200.0,Shukrawar Peth,3.0
1200.0,2.0,1.0,120.0,Sinhagad Road,2.0
1000.0,2.0,1.0,50.0,Somwar Peth,2.0
2780.0,5.0,2.0,480.0,Swargate,4.0
1320.0,2.0,1.0,38.13,Tilak Road,3.0
2422.0,4.0,2.0,160.0,Vadgaon Budruk,4.0
1100.0,2.0,1.0,50.0,Wadgaon Sheri,2.0
882.0,2.0,1.0,30.0,Viman Nagar,2.0
845.0,2.0,1.0,37.0,Vishrant Wadi,2.0
883.0,2.0,1.0,39.0,Wagholi,2.0
1595.0,3.0,3.0,88.0,Wanowrie,3.0
1280.0,2.0,0.0,85.0,Warje,2.0
1700.0,2.0,1.0,550.0,Yerawada,4.0
1300.0,2.0,3.0,57.0,Alandi Road,2.0
1450.0,1.0,0.0,230.0,Ambegaon Budruk,2.0
1757.0,3.0,2.0,132.0,Anandnagar,3.0
600.0,1.0,1.0,16.5,Aundh,1.0
2400.0,3.0,2.0,142.0,Aundh Road,4.0
1240.0,2.0,1.0,44.0,Balaji Nagar,2.0
1330.0,2.0,1.0,93.36,Baner road,2.0
1062.0,2.0,1.0,42.47,Bhandarkar Road,2.0
1078.0,2.0,2.0,45.0,Bhavani Peth,2.0
1460.0,2.0,2.0,72.0,Bibvewadi,3.0
1200.0,3.0,2.0,68.5,Bopodi,3.0
1200.0,1.0,1.0,48.0,Budhwar Peth,1.0
912.0,2.0,1.0,39.0,Bund Garden Road,3.0
2400.0,5.0,1.0,625.0,Chandan Nagar,5.0
2028.0,4.0,3.0,162.0,Dapodi,4.0
980.0,2.0,1.0,45.47,Deccan Gymkhana,2.0
1000.0,2.0,2.0,40.0,Dehu Road,2.0
1050.0,2.0,1.0,62.0,Dhankawadi,2.0
2611.0,3.0,1.0,239.0,Dhayari Phata,3.0
1875.0,2.0,2.0,150.0,Dhole Patil Road,3.0
1065.0,2.0,1.0,42.6,Erandwane,2.0
1800.0,3.0,2.0,180.0,Fatima Nagar,3.0
1163.0,2.0,2.0,98.86,Fergusson College Road,2.0
1098.0,2.0,1.0,72.0,Ganesh Peth,2.0
1725.0,2.0,2.0,100.0,Ganeshkhind,3.0
4000.0,4.0,2.0,330.0,Ghorpade Peth,4.0
1128.0,2.0,2.0,75.0,Ghorpadi,2.0
1705.0,3.0,1.0,74.16,Gultekdi,3.0
1418.0,2.0,2.0,95.0,Guruwar peth,2.0
1500.0,3.0,1.0,160.0,Hadapsar,3.0
1100.0,2.0,2.0,50.0,Hadapsar Industrial Estate,2.0
1464.0,3.0,2.0,56.0,Hingne Khurd,3.0
812.0,2.0,2.0,55.0,Jangali Maharaj Road,2.0
1280.0,2.0,2.0,40.0,Karve Nagar,2.0
1420.0,2.0,2.0,136.0,Karve Road,2.0
1200.0,2.0,1.0,150.0,Khadaki,4.0
2000.0,3.0,2.0,85.0,Kharadi,3.0
2800.0,3.0,1.0,330.0,Kondhwa Budruk,3.0
1650.0,3.0,3.0,175.0,Koregaon Park,3.0
840.0,2.0,2.0,27.0,Kothrud,2.0
914.0,2.0,2.0,47.0,Law College Road,2.0
1482.0,2.0,2.0,83.73,Laxmi Road,3.0
1724.0,3.0,2.0,127.0,Lulla Nagar,3.0
1670.0,3.0,3.0,91.86,Mahatma Gandhi Road,3.0
1184.0,2.0,3.0,53.0,Mangalwar peth,2.0
1200.0,2.0,1.0,55.0,Manik Bagh,2.0
1200.0,2.0,0.0,65.0,Market yard,2.0
927.0,2.0,2.0,55.0,Model colony,2.0
1242.0,2.0,3.0,39.7,Mukund Nagar,2.0
1220.0,3.0,1.0,35.23,Mundhawa,3.0
1360.0,2.0,1.0,75.0,Nagar Road,3.0
2800.0,4.0,2.0,240.0,Nana Peth,4.0
1180.0,2.0,2.0,72.0,Narayan Peth,2.0
1697.0,3.0,2.0,108.0,Narayangaon,3.0
1225.0,2.0,1.0,57.0,Padmavati,2.0
1690.0,2.0,2.0,55.0,Parvati Darshan,3.0
1250.0,2.0,1.0,80.0,Pirangut,3.0
1050.0,1.0,1.0,44.0,Prabhat Road,1.0
1027.0,2.0,2.0,44.0,Pune Railway Station,2.0
1699.0,3.0,3.0,81.94,Rasta Peth,3.0
1205.0,2.0,2.0,58.0,Raviwar Peth,2.0
950.0,2.0,3.0,39.0,Sahakar Nagar,2.0
1200.0,2.0,0.0,70.0,Salunke Vihar,2.0
1476.0,3.0,1.0,120.0,Sasson Road,3.0
1070.0,2.0,1.0,55.0,Satara Road,2.0
2160.0,4.0,2.0,172.0,Senapati Bapat Road,3.0
1296.0,2.0,1.0,75.0,Shaniwar Peth,2.0
1800.0,1.0,1.0,128.0,Shivaji Nagar,2.0
1570.0,3.0,3.0,64.5,Shukrawar Peth,3.0
1300.0,2.0,3.0,110.0,Sinhagad Road,2.0
1550.0,2.0,2.0,65.0,Somwar Peth,4.0
770.0,1.0,1.0,40.0,Swargate,2.0
1429.0,3.0,3.0,86.0,Vadgaon Budruk,3.0
1167.0,2.0,2.0,39.98,Wadgaon Sheri,3.0
1035.0,2.0,1.0,41.73,Viman Nagar,2.0
1188.0,2.0,2.0,38.0,Vishrant Wadi,3.0
884.0,2.0,2.0,36.0,Wanowrie,1.0
1194.0,2.0,2.0,46.0,Warje,2.0
1026.0,2.0,1.0,60.87,Yerawada,2.0
1115.0,2.0,2.0,50.0,Ambegaon Budruk,2.0
1200.0,2.0,1.0,125.0,Anandnagar,2.0
2690.0,4.0,3.0,191.0,Aundh,4.0
975.0,2.0,1.0,58.0,Aundh Road,2.0
1900.0,2.0,1.0,170.0,Baner,4.0
1101.0,2.0,2.0,65.5,Bhandarkar Road,2.0
1700.0,3.0,3.0,135.0,Bhavani Peth,3.0
3606.0,4.0,2.0,312.0,Bibvewadi,4.0
1258.0,2.0,2.0,115.0,Bopodi,2.0
3630.0,6.0,1.0,195.0,Bund Garden Road,4.0
2000.0,3.0,2.0,250.0,Camp,3.0
2790.0,4.0,3.0,198.0,Chandan Nagar,4.0
1494.0,2.0,2.0,94.55,Dapodi,3.0
1482.0,2.0,1.0,87.0,Deccan Gymkhana,3.0
800.0,2.0,3.0,50.0,Dehu Road,2.0
1185.0,2.0,2.0,47.39,Dhankawadi,2.0
1100.0,2.0,2.0,71.5,Dhayari Phata,2.0
1300.0,2.0,0.0,120.0,Dhole Patil Road,2.0
1225.0,2.0,2.0,150.0,Erandwane,2.0
1758.0,3.0,2.0,65.0,Fatima Nagar,3.0
1145.0,2.0,2.0,55.0,Fergusson College Road,2.0
1180.0,2.0,2.0,50.0,Ganesh Peth,2.0
1260.0,2.0,2.0,58.0,Ganeshkhind,2.0
1190.0,2.0,2.0,55.0,Ghorpadi,2.0
1691.0,3.0,2.0,119.0,Gokhale Nagar,3.0
3675.0,4.0,3.0,367.0,Gultekdi,4.0
2337.0,4.0,3.0,292.0,Hadapsar,3.0
1200.0,2.0,2.0,150.0,Hadapsar Industrial Estate,2.0
1206.0,2.0,1.0,217.0,Hingne Khurd,2.0
1140.0,2.0,1.0,50.66,Kalyani Nagar,2.0
1250.0,2.0,2.0,65.0,Karve Nagar,2.0
1225.0,2.0,2.0,48.0,Kasba Peth,2.0
800.0,2.0,2.0,28.0,Katraj,2.0
1020.0,2.0,1.0,58.0,Khadaki,2.0
2100.0,2.0,1.0,50.0,Khadki,4.0
1350.0,2.0,1.0,80.0,Kharadi,2.0
925.0,2.0,1.0,40.0,Kondhwa,2.0
1800.0,3.0,1.0,220.0,Kondhwa Budruk,4.0
2000.0,3.0,1.0,100.0,Kondhwa Khurd,3.0
1510.0,2.0,1.0,75.0,Koregaon Park,3.0
1614.0,3.0,1.0,110.0,Law College Road,3.0
1200.0,2.0,0.0,95.0,Lulla Nagar,2.0
900.0,2.0,0.0,55.0,Mahatma Gandhi Road,2.0
1632.0,3.0,0.0,145.0,Mangalwar peth,4.0
1041.0,2.0,2.0,65.5,Manik Bagh,2.0
3012.0,6.0,2.0,250.0,Model colony,4.0
1530.0,3.0,2.0,74.5,Mukund Nagar,3.0
1450.0,2.0,2.0,135.0,Mundhawa,3.0
1200.0,2.0,2.0,75.0,Nagar Road,2.0
1508.0,2.0,1.0,110.0,Narayan Peth,3.0
1188.0,2.0,3.0,73.0,Navi Peth,2.0
2690.0,4.0,3.0,199.0,Padmavati,4.0
1174.0,2.0,1.0,76.0,Parvati Darshan,2.0
1350.0,3.0,1.0,58.99,Pashan,3.0
1870.0,3.0,3.0,185.0,Paud Road,3.0
1072.0,2.0,1.0,25.0,Pirangut,2.0
726.0,2.0,1.0,31.0,Pune Railway Station,2.0
1345.0,2.0,2.0,106.0,Rasta Peth,2.0
1200.0,2.0,2.0,45.0,Raviwar Peth,2.0
980.0,2.0,0.0,37.0,Sadashiv Peth,2.0
1050.0,2.0,1.0,77.0,Sahakar Nagar,2.0
993.0,2.0,1.0,39.71,Salunke Vihar,2.0
1300.0,2.0,2.0,52.0,Sasson Road,3.0
1743.0,3.0,2.0,85.0,Satara Road,3.0
1204.0,4.0,1.0,125.0,Senapati Bapat Road,4.0
1200.0,2.0,0.0,67.0,Shaniwar Peth,2.0
1480.0,3.0,2.0,90.0,Shivaji Nagar,3.0
950.0,2.0,2.0,32.5,Shukrawar Peth,2.0
640.0,1.0,0.0,55.0,Sinhagad Road,1.0
972.0,2.0,1.0,44.0,Somwar Peth,2.0
1840.0,3.0,3.0,98.0,Swargate,3.0
1128.0,2.0,1.0,64.0,Tilak Road,2.0
680.0,2.0,0.0,42.0,Uruli Devachi,2.0
2400.0,2.0,1.0,95.0,Vadgaon Budruk,2.0
1045.0,2.0,2.0,42.0,Wadgaon Sheri,2.0
955.0,2.0,3.0,53.55,Viman Nagar,2.0
1360.0,2.0,2.0,54.39,Vishrant Wadi,3.0
1150.0,2.0,2.0,63.0,Wagholi,2.0
3450.0,4.0,3.0,294.0,Wakadewadi,4.0
1115.0,2.0,2.0,56.87,Wanowrie,2.0
920.0,2.0,2.0,46.0,Warje,2.0
1030.0,2.0,1.0,41.0,Yerawada,2.0
1564.0,3.0,1.0,101.0,Alandi Road,3.0
1045.0,2.0,1.0,45.0,Ambegaon Budruk,2.0
1200.0,4.0,1.0,83.0,Anandnagar,4.0
1277.0,2.0,2.0,55.0,Aundh,2.0
2479.13,3.0,1.0,215.0,Aundh Road,3.0
1846.0,3.0,2.0,140.0,Balaji Nagar,3.0
1100.0,2.0,0.0,106.0,Baner,2.0
1200.0,3.0,0.0,70.0,Bhandarkar Road,2.0
3042.0,4.0,0.0,131.0,Bhavani Peth,4.0
1640.0,3.0,3.0,223.0,Bibvewadi,3.0
1068.0,2.0,1.0,40.05,Bopodi,2.0
1135.0,2.0,2.0,58.0,Budhwar Peth,2.0
1925.0,3.0,2.0,120.0,Bund Garden Road,3.0
1615.0,3.0,2.0,60.0,Camp,3.0
650.0,1.0,1.0,26.0,Chandan Nagar,1.0
1150.0,2.0,3.0,42.0,Deccan Gymkhana,2.0
1410.0,2.0,2.0,45.12,Dhankawadi,3.0
2000.0,3.0,3.0,207.0,Dhole Patil Road,3.0
1354.0,3.0,1.0,90.0,Erandwane,3.0
1050.0,2.0,0.0,110.0,Fatima Nagar,2.0
600.0,1.0,1.0,28.0,Fergusson College Road,1.0
1320.0,2.0,1.0,110.0,Ganesh Peth,4.0
1600.0,3.0,2.0,88.0,Ganeshkhind,3.0
3500.0,6.0,2.0,225.0,Ghorpade Peth,4.0
1000.0,2.0,1.0,36.0,Ghorpadi,2.0
1130.0,3.0,1.0,38.0,Gokhale Nagar,3.0
1238.0,2.0,1.0,67.0,Gultekdi,2.0
2204.0,2.0,3.0,305.0,Guruwar peth,3.0
1364.0,2.0,3.0,46.38,Hadapsar Industrial Estate,3.0
900.0,2.0,1.0,45.0,Hingne Khurd,2.0
1745.0,3.0,2.0,104.0,Jangali Maharaj Road,3.0
1200.0,2.0,1.0,53.33,Kalyani Nagar,2.0
1020.0,2.0,1.0,42.83,Karve Nagar,2.0
1650.0,3.0,2.0,118.0,Karve Road,3.0
1550.0,2.0,3.0,70.0,Kasba Peth,3.0
1440.0,2.0,2.0,60.0,Katraj,2.0
1329.0,2.0,2.0,45.95,Khadaki,3.0
916.0,2.0,1.0,42.0,Khadki,2.0
688.0,1.0,2.0,50.0,Kharadi,1.0
1358.0,3.0,3.0,50.0,Kondhwa,3.0
1331.0,2.0,1.0,107.0,Kondhwa Budruk,2.0
686.0,1.0,1.0,62.5,Kondhwa Khurd,1.0
1050.0,2.0,2.0,50.0,Koregaon Park,2.0
2106.0,3.0,2.0,126.0,Kothrud,3.0
1718.0,3.0,2.0,90.2,Law College Road,3.0
1530.0,3.0,2.0,57.0,Laxmi Road,3.0
1206.0,2.0,2.0,56.0,Lulla Nagar,2.0
1075.0,2.0,3.0,52.0,Mahatma Gandhi Road,2.0
1200.0,3.0,1.0,95.0,Mangalwar peth,3.0
1936.0,2.0,2.0,54.21,Manik Bagh,3.0
2172.65,3.0,3.0,120.0,Market yard,4.0
1100.0,2.0,2.0,75.0,Model colony,3.0
1260.0,5.0,1.0,185.0,Mukund Nagar,3.0
1117.0,2.0,3.0,29.99,Nana Peth,2.0
1685.0,2.0,1.0,110.0,Narayan Peth,3.0
740.0,2.0,1.0,37.0,Narayangaon,2.0
1500.0,2.0,2.0,93.0,Padmavati,4.0
1800.0,3.0,2.0,115.0,Parvati Darshan,3.0
1700.0,3.0,2.0,130.0,Pashan,3.0
850.0,2.0,2.0,37.93,Paud Road,2.0
1891.0,3.0,1.0,139.0,Pirangut,3.0
1400.0,1.0,1.0,80.0,Prabhat Road,2.0
1172.0,2.0,2.0,82.0,Pune Railway Station,2.0
1400.0,2.0,2.0,40.43,Rasta Peth,3.0
896.0,2.0,1.0,43.75,Raviwar Peth,2.0
1180.0,2.0,2.0,65.0,Sadashiv Peth,2.0
2460.0,7.0,1.0,350.0,Sahakar Nagar,7.0
850.0,2.0,1.0,33.0,Salunke Vihar,2.0
530.0,1.0,1.0,18.0,Sasson Road,1.0
1550.0,3.0,3.0,110.0,Satara Road,3.0
1699.0,3.0,3.0,97.0,Senapati Bapat Road,3.0
2025.0,4.0,3.0,109.0,Shaniwar Peth,4.0
500.0,2.0,2.0,14.0,Shivaji Nagar,1.0
500.0,1.0,0.0,20.0,Shukrawar Peth,1.0
1146.0,2.0,1.0,38.5,Sinhagad Road,2.0
2475.0,4.0,3.0,332.0,Somwar Peth,3.0
1455.0,2.0,1.0,145.0,Swargate,2.0
800.0,1.0,0.0,50.0,Tilak Road,2.0
765.0,2.0,2.0,30.0,Uruli Devachi,1.0
1521.0,3.0,1.0,94.99,Vadgaon Budruk,3.0
1600.0,2.0,2.0,55.0,Wadgaon Sheri,3.0
3155.0,4.0,2.0,370.0,Viman Nagar,3.0
1765.0,3.0,3.0,105.0,Wagholi,3.0
1980.0,3.0,2.0,88.0,Wakadewadi,3.0
1900.0,3.0,1.0,135.0,Wanowrie,3.0
1265.0,2.0,3.0,70.0,Warje,2.0
1034.0,2.0,3.0,40.0,Yerawada,2.0
1012.0,2.0,1.0,59.0,Alandi Road,2.0
1070.0,2.0,1.0,54.0,Ambegaon Budruk,2.0
3555.0,4.0,1.0,230.0,Anandnagar,4.0
1270.0,2.0,2.0,70.0,Aundh,3.0
2045.0,4.0,3.0,154.0,Balaji Nagar,3.0
1490.0,2.0,2.0,98.0,Baner,3.0
6150.0,6.0,1.0,830.0,Baner road,7.0
883.0,2.0,1.0,40.0,Bhandarkar Road,2.0
671.0,1.0,1.0,36.85,Bhavani Peth,1.0
1156.0,2.0,2.0,32.0,Bibvewadi,2.0
2017.0,3.0,2.0,125.0,Bopodi,3.0
3122.0,6.0,2.0,235.0,Budhwar Peth,4.0
1635.0,3.0,1.0,62.0,Bund Garden Road,3.0
1296.0,2.0,1.0,89.0,Chandan Nagar,2.0
2400.0,4.0,2.0,280.0,Dapodi,6.0
1139.0,2.0,2.0,62.0,Deccan Gymkhana,2.0
1230.0,3.0,2.0,47.0,Dehu Road,2.0
581.91,2.0,1.0,25.0,Dhankawadi,1.0
1245.0,2.0,1.0,86.28,Dhayari Phata,2.0
1158.0,2.0,2.0,85.0,Dhole Patil Road,3.0
3951.0,4.0,2.0,220.0,Erandwane,4.0
360.0,1.0,1.0,26.0,Fergusson College Road,1.0
1350.0,3.0,1.0,55.0,Ganesh Peth,3.0
1670.0,3.0,2.0,120.0,Ganeshkhind,3.0
1600.0,2.0,2.0,65.0,Ghorpade Peth,3.0
1307.0,2.0,2.0,51.6,Ghorpadi,2.0
1050.0,2.0,1.0,57.0,Gokhale Nagar,3.0
1210.0,2.0,1.0,58.0,Guruwar peth,3.0
1025.0,2.0,1.0,29.6,Hadapsar,2.0
1140.0,2.0,2.0,43.0,Hadapsar Industrial Estate,2.0
1343.0,2.0,2.0,56.41,Hingne Khurd,3.0
1560.0,3.0,2.0,85.0,Jangali Maharaj Road,3.0
925.0,2.0,2.0,51.0,Kalyani Nagar,2.0
1420.0,2.0,2.0,75.0,Karve Nagar,3.0
1415.0,2.0,3.0,110.0,Karve Road,2.0
1210.0,2.0,2.0,60.0,Kasba Peth,2.0
1852.0,3.0,2.0,160.0,Katraj,3.0
1250.0,3.0,2.0,50.0,Khadaki,3.0
1100.0,2.0,1.0,65.0,Khadki,2.0
1150.0,2.0,1.0,40.25,Kharadi,2.0
1100.0,2.0,1.0,53.35,Kondhwa,2.0
1350.0,1.0,0.0,100.0,Kondhwa Budruk,2.0
1546.0,3.0,2.0,99.0,Kondhwa Khurd,3.0
1424.0,2.0,2.0,90.0,Koregaon Park,2.0
1398.0,3.0,1.0,68.0,Kothrud,3.0
1650.0,3.0,2.0,200.0,Law College Road,3.0
1200.0,4.0,0.0,120.0,Laxmi Road,4.0
1476.0,3.0,2.0,105.0,Lulla Nagar,3.0
1322.0,2.0,2.0,58.82,Mangalwar peth,3.0
1100.0,2.0,2.0,55.0,Market yard,2.0
1285.0,2.0,2.0,68.0,Mukund Nagar,3.0
1150.0,2.0,2.0,80.0,Mundhawa,2.0
1430.0,2.0,2.0,56.0,Nagar Road,3.0
1350.0,2.0,2.0,62.0,Nana Peth,3.0
1350.0,3.0,3.0,195.0,Narayan Peth,3.0
1185.0,2.0,2.0,65.0,Narayangaon,2.0
1760.0,3.0,2.0,67.0,Navi Peth,3.0
2400.0,5.0,2.0,350.0,Padmavati,4.0
900.0,2.0,1.0,41.0,Parvati Darshan,2.0
1297.0,2.0,1.0,105.0,Pashan,2.0
1840.0,3.0,2.0,155.0,Paud Road,3.0
950.0,2.0,1.0,50.79,Pirangut,2.0
950.0,2.0,1.0,52.0,Pune Railway Station,2.0
1277.5,2.0,0.0,95.815,Rasta Peth,2.0
1571.0,3.0,2.0,89.0,Raviwar Peth,3.0
1031.0,2.0,1.0,55.0,Sadashiv Peth,2.0
1485.0,2.0,1.0,90.0,Sahakar Nagar,2.0
1109.0,2.0,1.0,60.0,Salunke Vihar,2.0
2200.0,3.0,2.0,180.0,Sasson Road,3.0
950.0,1.0,1.0,50.0,Satara Road,1.0
1200.0,2.0,0.0,150.0,Senapati Bapat Road,3.0
1161.0,2.0,1.0,55.15,Shaniwar Peth,2.0
2350.0,3.0,3.0,300.0,Shivaji Nagar,3.0
1003.0,2.0,1.0,40.6,Shukrawar Peth,2.0
1350.0,2.0,1.0,185.0,Sinhagad Road,2.0
1080.0,2.0,2.0,37.0,Somwar Peth,2.0
1255.0,2.0,2.0,73.0,Swargate,2.0
1250.0,2.0,0.0,60.0,Tilak Road,2.0
1700.0,4.0,1.0,152.0,Uruli Devachi,4.0
1200.0,2.0,0.0,66.0,Vadgaon Budruk,3.0
824.0,2.0,0.0,60.0,Wadgaon Sheri,2.0
1875.0,3.0,1.0,167.0,Viman Nagar,3.0
1320.0,2.0,1.0,38.12,Vishrant Wadi,3.0
9600.0,5.0,2.0,550.0,Wagholi,5.0
1330.0,2.0,1.0,47.0,Wakadewadi,3.0
1220.0,3.0,2.0,56.0,Wanowrie,3.0
1111.0,3.0,1.0,50.0,Warje,3.0
1197.0,2.0,1.0,47.88,Yerawada,2.0
2519.0,5.0,2.0,185.0,Alandi Road,4.0
1340.0,2.0,1.0,100.0,Ambegaon Budruk,3.0
1450.0,3.0,3.0,132.0,Anandnagar,4.0
1837.0,3.0,3.0,145.0,Aundh,3.0
1238.0,2.0,3.0,55.0,Balaji Nagar,2.0
1405.0,2.0,2.0,59.01,Baner,3.0
1690.0,3.0,2.0,80.0,Baner road,4.0
1620.0,2.0,1.0,110.0,Bhandarkar Road,3.0
1673.0,3.0,2.0,115.0,Bhavani Peth,3.0
1090.0,2.0,0.0,58.0,Bibvewadi,2.0
1112.0,2.0,2.0,40.0,Bopodi,2.0
1385.0,2.0,2.0,66.65,Budhwar Peth,3.0
985.0,2.0,1.0,58.0,Camp,2.0
825.0,1.0,0.0,36.29,Chandan Nagar,1.0
1080.0,2.0,1.0,37.8,Dapodi,2.0
1430.0,2.0,1.0,97.52,Deccan Gymkhana,2.0
1050.0,2.0,2.0,43.0,Dehu Road,2.0
2000.0,4.0,1.0,139.0,Dhankawadi,4.0
4800.0,4.0,3.0,190.0,Dhayari Phata,4.0
1533.0,3.0,2.0,115.0,Dhole Patil Road,3.0
2800.0,3.0,2.0,500.0,Erandwane,4.0
1750.0,3.0,2.0,150.0,Fergusson College Road,3.0
1200.0,2.0,0.0,66.0,Ganesh Peth,3.0
1352.0,2.0,2.0,87.5,Ganeshkhind,2.0
1754.0,3.0,2.0,125.0,Ghorpade Peth,3.0
1560.0,3.0,2.0,85.0,Ghorpadi,3.0
3012.0,6.0,2.0,268.0,Gokhale Nagar,4.0
1470.0,2.0,1.0,90.0,Guruwar peth,3.0
1035.0,2.0,1.0,45.0,Hadapsar,2.0
1160.0,2.0,1.0,52.0,Hingne Khurd,2.0
1100.0,2.0,2.0,52.0,Jangali Maharaj Road,2.0
595.0,1.0,1.0,31.83,Karve Nagar,1.0
1650.0,3.0,2.0,110.0,Karve Road,3.0
1875.0,2.0,3.0,235.0,Kasba Peth,3.0
1375.0,2.0,3.0,48.06,Khadaki,3.0
1235.0,2.0,1.0,46.8,Khadki,2.0
750.0,1.0,2.0,25.0,Kharadi,1.0
1400.0,3.0,1.0,115.0,Kondhwa,3.0
1270.0,2.0,2.0,50.79,Kondhwa Budruk,3.0
1105.0,2.0,1.0,51.0,Kondhwa Khurd,2.0
1375.0,2.0,3.0,85.0,Koregaon Park,3.0
2168.0,4.0,2.0,95.0,Kothrud,4.0
1065.0,2.0,1.0,40.84,Laxmi Road,2.0
3800.0,3.0,0.0,580.0,Lulla Nagar,3.0
825.0,1.0,1.0,45.0,Mangalwar peth,1.0
1095.0,2.0,0.0,40.0,Manik Bagh,2.0
1440.0,2.0,2.0,60.33,Model colony,3.0
870.0,2.0,1.0,39.5,Mukund Nagar,2.0
1195.0,2.0,1.0,84.0,Mundhawa,2.0
1200.0,2.0,1.0,49.5,Nagar Road,2.0
1530.0,3.0,3.0,61.2,Nana Peth,3.0
1708.0,2.0,1.0,90.5,Narayan Peth,3.0
975.0,2.0,1.0,43.0,Narayangaon,2.0
750.0,2.0,1.0,25.0,Navi Peth,2.0
1920.0,3.0,2.0,130.0,Parvati Darshan,3.0
1183.0,2.0,1.0,58.56,Paud Road,2.0
1550.0,2.0,2.0,65.0,Prabhat Road,3.0
1110.0,2.0,3.0,53.0,Pune Railway Station,2.0
1105.0,2.0,1.0,38.67,Raviwar Peth,2.0
1800.0,3.0,2.0,68.0,Sadashiv Peth,3.0
2800.0,4.0,2.0,200.0,Sahakar Nagar,5.0
1000.0,2.0,2.0,29.9,Salunke Vihar,2.0
1190.0,2.0,2.0,68.0,Sasson Road,2.0
1350.0,4.0,1.0,200.0,Satara Road,4.0
3067.0,4.0,2.0,230.0,Senapati Bapat Road,4.0
1929.0,4.0,1.0,103.0,Shaniwar Peth,3.0
1525.0,3.0,1.0,100.0,Shivaji Nagar,3.0
1775.0,3.0,3.0,110.0,Shukrawar Peth,3.0
1125.0,2.0,1.0,63.0,Sinhagad Road,2.0
900.0,2.0,2.0,42.0,Somwar Peth,2.0
1155.0,2.0,1.0,58.0,Swargate,2.0
1200.0,4.0,0.0,75.0,Tilak Road,4.0
1268.0,2.0,1.0,73.0,Uruli Devachi,2.0
1500.0,3.0,2.0,88.0,Vadgaon Budruk,3.0
630.0,1.0,1.0,47.0,Wadgaon Sheri,1.0
1525.0,3.0,2.0,65.0,Viman Nagar,3.0
1060.0,2.0,2.0,48.0,Vishrant Wadi,2.0
1687.0,3.0,3.0,127.0,Wagholi,3.0
1847.0,3.0,2.0,123.0,Wakadewadi,3.0
1410.0,2.0,3.0,53.0,Wanowrie,3.0
1075.0,2.0,1.0,42.99,Warje,2.0
3000.0,3.0,0.0,338.0,Alandi Road,3.0
1500.0,2.0,1.0,143.0,Ambegaon Budruk,3.0
1010.0,2.0,2.0,46.0,Anandnagar,2.0
1875.0,3.0,3.0,110.0,Aundh,3.0
983.0,2.0,1.0,50.6,Balaji Nagar,2.0
1101.0,2.0,2.0,65.0,Baner,2.0
1140.0,2.0,1.0,76.0,Baner road,2.0
1215.0,2.0,2.0,110.0,Bhandarkar Road,2.0
1007.0,2.0,3.0,42.0,Bhavani Peth,2.0
2039.0,3.0,2.0,168.0,Bibvewadi,3.0
1020.0,3.0,2.0,110.0,Bopodi,3.0
1198.0,2.0,1.0,84.0,Budhwar Peth,2.0
4000.0,4.0,1.0,520.0,Bund Garden Road,4.0
1470.0,4.0,2.0,34.5,Camp,4.0
1370.0,2.0,2.0,75.0,Chandan Nagar,2.0
1316.0,2.0,3.0,55.5,Dapodi,2.0
1350.0,3.0,1.0,55.5,Deccan Gymkhana,3.0
1050.0,2.0,1.0,43.0,Dehu Road,2.0
1128.76,3.0,0.0,47.405,Dhankawadi,3.0
921.0,2.0,1.0,34.0,Dhayari Phata,2.0
1010.0,2.0,1.0,49.27,Dhole Patil Road,2.0
1015.0,2.0,1.0,43.0,Erandwane,2.0
1200.0,2.0,0.0,66.5,Fatima Nagar,3.0
1179.0,2.0,1.0,75.0,Fergusson College Road,2.0
1850.0,4.0,2.0,86.0,Ganesh Peth,4.0
870.0,2.0,1.0,24.0,Ganeshkhind,2.0
1605.0,3.0,2.0,85.0,Ghorpade Peth,3.0
2800.0,4.0,2.0,89.0,Ghorpadi,4.0
2475.0,4.0,3.0,320.0,Gokhale Nagar,3.0
3000.0,2.0,0.0,510.0,Gultekdi,2.0
2400.0,7.0,2.0,110.0,Guruwar peth,6.0
1000.0,1.0,1.0,55.0,Hadapsar,2.0
1200.0,2.0,0.0,80.0,Hadapsar Industrial Estate,2.0
1200.0,2.0,2.0,125.0,Hingne Khurd,2.0
1200.0,2.0,1.0,66.0,Jangali Maharaj Road,2.0
